"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
2021-01-06,"Recreational","Other recreation",22
2021-01-06,"Recreational","Personal service settings",2
2021-01-06,"Recreational","Recreational fitness",12
2021-01-06,"Workplace","Medical/Health Service",9
2021-01-06,"Workplace","Retail",48
2021-01-06,"Workplace","Farm",15
2021-01-06,"Workplace","Food Processing",25
2021-01-06,"Workplace","Workplace (Other)",145
2021-01-07,"Congregate Care","Hospitals",68
2021-01-07,"Congregate Care","Long-Term Care Homes",228
2021-01-07,"Congregate Care","Retirement Homes",142
2021-01-07,"Congregate Living","Congregate other",11
2021-01-07,"Congregate Living","Correctional Facility",6
2021-01-07,"Congregate Living","Group Home/Supportive Housing",71
2021-01-07,"Congregate Living","Shelter",13
2021-01-07,"Education","Child care",58
2021-01-07,"Education","Elementary School",43
2021-01-07,"Education","Elementary/Secondary School",4
2021-01-07,"Education","Post-Secondary School",2
2021-01-07,"Education","Secondary School",20
2021-01-07,"Other/Unknown","Other",11
2021-01-07,"Other/Unknown","Unknown",6
2021-01-07,"Recreational","Bar/restaurant/nightclub",24
2021-01-07,"Recreational","Other recreation",25
2021-01-07,"Recreational","Personal service settings",2
2021-01-07,"Recreational","Recreational fitness",12
2021-01-07,"Workplace","Medical/Health Service",9
2021-01-07,"Workplace","Retail",49
2021-01-07,"Workplace","Farm",14
2021-01-07,"Workplace","Food Processing",23
2021-01-07,"Workplace","Workplace (Other)",146
2021-01-08,"Congregate Care","Hospitals",72
2021-01-08,"Congregate Care","Long-Term Care Homes",231
2021-01-08,"Congregate Care","Retirement Homes",148
2021-01-08,"Congregate Living","Congregate other",11
2021-01-08,"Congregate Living","Correctional Facility",7
2021-01-08,"Congregate Living","Group Home/Supportive Housing",80
2021-01-08,"Congregate Living","Shelter",14
2021-01-08,"Education","Child care",57
2021-01-08,"Education","Elementary School",40
2021-01-08,"Education","Elementary/Secondary School",3
2021-01-08,"Education","Post-Secondary School",2
2021-01-08,"Education","Secondary School",19
2021-01-08,"Other/Unknown","Other",18
2021-01-08,"Other/Unknown","Unknown",6
2021-01-08,"Recreational","Bar/restaurant/nightclub",24
2021-01-08,"Recreational","Other recreation",26
2021-01-08,"Recreational","Personal service settings",3
2021-01-08,"Recreational","Recreational fitness",13
2021-01-08,"Workplace","Medical/Health Service",9
2021-01-08,"Workplace","Retail",49
2021-01-08,"Workplace","Farm",14
2021-01-08,"Workplace","Food Processing",22
2021-01-08,"Workplace","Workplace (Other)",149
2021-01-09,"Congregate Care","Hospitals",74
2021-01-09,"Congregate Care","Long-Term Care Homes",240
2021-01-09,"Congregate Care","Retirement Homes",151
2021-01-09,"Congregate Living","Congregate other",11
2021-01-09,"Congregate Living","Correctional Facility",7
2021-01-09,"Congregate Living","Group Home/Supportive Housing",79
2021-01-09,"Congregate Living","Shelter",13
2021-01-09,"Education","Child care",47
2021-01-09,"Education","Elementary School",40
2021-01-09,"Education","Elementary/Secondary School",4
2021-01-09,"Education","Post-Secondary School",2
2021-01-09,"Education","Secondary School",20
2021-01-09,"Other/Unknown","Other",18
2021-01-09,"Other/Unknown","Unknown",10
2021-01-09,"Recreational","Bar/restaurant/nightclub",24
2021-01-09,"Recreational","Other recreation",26
2021-01-09,"Recreational","Personal service settings",2
2021-01-09,"Recreational","Recreational fitness",11
2021-01-09,"Workplace","Medical/Health Service",10
2021-01-09,"Workplace","Retail",44
2021-01-09,"Workplace","Farm",13
2021-01-09,"Workplace","Food Processing",21
2021-01-09,"Workplace","Workplace (Other)",146
2021-01-10,"Congregate Care","Hospitals",81
2021-01-10,"Congregate Care","Long-Term Care Homes",248
2021-01-10,"Congregate Care","Retirement Homes",158
2021-01-10,"Congregate Living","Congregate other",11
2021-01-10,"Congregate Living","Correctional Facility",7
2021-01-10,"Congregate Living","Group Home/Supportive Housing",78
2021-01-10,"Congregate Living","Shelter",13
2021-01-10,"Education","Child care",49
2021-01-10,"Education","Elementary School",39
2021-01-10,"Education","Elementary/Secondary School",4
2021-01-10,"Education","Post-Secondary School",3
2021-01-10,"Education","Secondary School",20
2021-01-10,"Other/Unknown","Other",21
2021-01-10,"Other/Unknown","Unknown",11
2021-01-10,"Recreational","Bar/restaurant/nightclub",23
2021-01-10,"Recreational","Other recreation",27
2021-01-10,"Recreational","Personal service settings",2
2021-01-10,"Recreational","Recreational fitness",10
2021-01-10,"Workplace","Medical/Health Service",11
2021-01-10,"Workplace","Retail",44
2021-01-10,"Workplace","Farm",13
2021-01-10,"Workplace","Food Processing",20
2021-01-10,"Workplace","Workplace (Other)",143
2021-01-11,"Congregate Care","Hospitals",82
2021-01-11,"Congregate Care","Long-Term Care Homes",256
2021-01-11,"Congregate Care","Retirement Homes",159
2021-01-11,"Congregate Living","Congregate other",13
2021-01-11,"Congregate Living","Correctional Facility",7
2021-01-11,"Congregate Living","Group Home/Supportive Housing",78
2021-01-11,"Congregate Living","Shelter",15
2021-01-11,"Education","Child care",50
2021-01-11,"Education","Elementary School",39
2021-01-11,"Education","Elementary/Secondary School",4
2021-01-11,"Education","Post-Secondary School",3
2021-01-11,"Education","Secondary School",20
2021-01-11,"Other/Unknown","Other",21
2021-01-11,"Other/Unknown","Unknown",12
2021-01-11,"Recreational","Bar/restaurant/nightclub",22
2021-01-11,"Recreational","Other recreation",27
2021-01-11,"Recreational","Personal service settings",2
2021-01-11,"Recreational","Recreational fitness",10
2021-01-11,"Workplace","Medical/Health Service",10
2021-01-11,"Workplace","Retail",45
2021-01-11,"Workplace","Farm",13
2021-01-11,"Workplace","Food Processing",20
2021-01-11,"Workplace","Workplace (Other)",147
2021-01-12,"Congregate Care","Hospitals",84
2021-01-12,"Congregate Care","Long-Term Care Homes",261
2021-01-12,"Congregate Care","Retirement Homes",162
2021-01-12,"Congregate Living","Congregate other",15
2021-01-12,"Congregate Living","Correctional Facility",7
2021-01-12,"Congregate Living","Group Home/Supportive Housing",83
2021-01-12,"Congregate Living","Shelter",15
2021-01-12,"Education","Child care",53
2021-01-12,"Education","Elementary School",39
2021-01-12,"Education","Elementary/Secondary School",4
2021-01-12,"Education","Post-Secondary School",3
2021-01-12,"Education","Secondary School",19
2021-01-12,"Other/Unknown","Other",25
2021-01-12,"Other/Unknown","Unknown",10
2021-01-12,"Recreational","Bar/restaurant/nightclub",21
2021-01-12,"Recreational","Other recreation",27
2021-01-12,"Recreational","Personal service settings",2
2021-01-12,"Recreational","Recreational fitness",9
2021-01-12,"Workplace","Medical/Health Service",10
2021-01-12,"Workplace","Retail",45
2021-01-12,"Workplace","Farm",13
2021-01-12,"Workplace","Food Processing",20
2021-01-12,"Workplace","Workplace (Other)",145
2021-01-13,"Congregate Care","Hospitals",85
2021-01-13,"Congregate Care","Long-Term Care Homes",257
2021-01-13,"Congregate Care","Retirement Homes",164
2021-01-13,"Congregate Living","Congregate other",15
2021-01-13,"Congregate Living","Correctional Facility",7
2021-01-13,"Congregate Living","Group Home/Supportive Housing",86
2021-01-13,"Congregate Living","Shelter",15
2021-01-13,"Congregate Living","Short-term accommodations",1
2021-01-13,"Education","Child care",54
2021-01-13,"Education","Elementary School",35
2021-01-13,"Education","Elementary/Secondary School",4
2021-01-13,"Education","Post-Secondary School",5
2021-01-13,"Education","Secondary School",17
2021-01-13,"Other/Unknown","Other",6
2021-01-13,"Other/Unknown","Unknown",5
2021-01-13,"Recreational","Bar/restaurant/nightclub",19
2021-01-13,"Recreational","Other recreation",23
2021-01-13,"Recreational","Personal service settings",2
2021-01-13,"Recreational","Recreational fitness",8
2021-01-13,"Workplace","Medical/Health Service",17
2021-01-13,"Workplace","Retail",48
2021-01-13,"Workplace","Farm",17
2021-01-13,"Workplace","Food Processing",25
2021-01-13,"Workplace","Workplace (Other)",151
2021-01-14,"Congregate Care","Hospitals",89
2021-01-14,"Congregate Care","Long-Term Care Homes",259
2021-01-14,"Congregate Care","Retirement Homes",163
2021-01-14,"Congregate Living","Congregate other",15
2021-01-14,"Congregate Living","Correctional Facility",7
2021-01-14,"Congregate Living","Group Home/Supportive Housing",91
2021-01-14,"Congregate Living","Shelter",13
2021-01-14,"Congregate Living","Short-term accommodations",1
2021-01-14,"Education","Child care",53
2021-01-14,"Education","Elementary School",32
2021-01-14,"Education","Elementary/Secondary School",4
2021-01-14,"Education","Post-Secondary School",5
2021-01-14,"Education","Secondary School",17
2021-01-14,"Other/Unknown","Other",7
2021-01-14,"Other/Unknown","Unknown",2
2021-01-14,"Recreational","Bar/restaurant/nightclub",18
2021-01-14,"Recreational","Other recreation",23
2021-01-14,"Recreational","Personal service settings",3
2021-01-14,"Recreational","Recreational fitness",8
2021-01-14,"Workplace","Medical/Health Service",16
2021-01-14,"Workplace","Retail",45
2021-01-14,"Workplace","Farm",19
2021-01-14,"Workplace","Food Processing",22
2021-01-14,"Workplace","Workplace (Other)",150
2021-01-15,"Congregate Care","Hospitals",93
2021-01-15,"Congregate Care","Long-Term Care Homes",250
2021-01-15,"Congregate Care","Retirement Homes",163
2021-01-15,"Congregate Living","Congregate other",18
2021-01-15,"Congregate Living","Correctional Facility",7
2021-01-15,"Congregate Living","Group Home/Supportive Housing",86
2021-01-15,"Congregate Living","Shelter",15
2021-01-15,"Congregate Living","Short-term accommodations",1
2021-01-15,"Education","Child care",52
2021-01-15,"Education","Elementary School",31
2021-01-15,"Education","Elementary/Secondary School",4
2021-01-15,"Education","Post-Secondary School",5
2021-01-15,"Education","Secondary School",16
2021-01-15,"Other/Unknown","Other",8
2021-01-15,"Other/Unknown","Unknown",4
2021-01-15,"Recreational","Bar/restaurant/nightclub",20
2021-01-15,"Recreational","Other recreation",23
2021-01-15,"Recreational","Personal service settings",3
2021-01-15,"Recreational","Recreational fitness",7
2021-01-15,"Workplace","Medical/Health Service",17
2021-01-15,"Workplace","Retail",44
2021-01-15,"Workplace","Farm",19
2021-01-15,"Workplace","Food Processing",20
2021-01-15,"Workplace","Workplace (Other)",149
2021-01-16,"Congregate Care","Hospitals",92
2021-01-16,"Congregate Care","Long-Term Care Homes",250
2021-01-16,"Congregate Care","Retirement Homes",168
2021-01-16,"Congregate Living","Congregate other",20
2021-01-16,"Congregate Living","Correctional Facility",7
2021-01-16,"Congregate Living","Group Home/Supportive Housing",85
2021-01-16,"Congregate Living","Shelter",20
2021-01-16,"Congregate Living","Short-term accommodations",1
2021-01-16,"Education","Child care",59
2021-01-16,"Education","Elementary School",28
2021-01-16,"Education","Elementary/Secondary School",4
2021-01-16,"Education","Post-Secondary School",4
2021-01-16,"Education","Secondary School",14
2021-01-16,"Other/Unknown","Other",10
2021-01-16,"Other/Unknown","Unknown",4
2021-01-16,"Recreational","Bar/restaurant/nightclub",19
2021-01-16,"Recreational","Other recreation",24
2021-01-16,"Recreational","Personal service settings",3
2021-01-16,"Recreational","Recreational fitness",6
2021-01-16,"Workplace","Medical/Health Service",16
2021-01-16,"Workplace","Retail",45
2021-01-16,"Workplace","Farm",19
2021-01-16,"Workplace","Food Processing",20
2021-01-16,"Workplace","Workplace (Other)",155
2021-01-17,"Congregate Care","Hospitals",89
2021-01-17,"Congregate Care","Long-Term Care Homes",252
2021-01-17,"Congregate Care","Retirement Homes",171
2021-01-17,"Congregate Living","Congregate other",24
2021-01-17,"Congregate Living","Correctional Facility",8
2021-01-17,"Congregate Living","Group Home/Supportive Housing",89
2021-01-17,"Congregate Living","Shelter",19
2021-01-17,"Congregate Living","Short-term accommodations",1
2021-01-17,"Education","Child care",58
2021-01-17,"Education","Elementary School",27
2021-01-17,"Education","Elementary/Secondary School",4
2021-01-17,"Education","Post-Secondary School",4
2021-01-17,"Education","Secondary School",14
2021-01-17,"Other/Unknown","Other",13
2021-01-17,"Other/Unknown","Unknown",4
2021-01-17,"Recreational","Bar/restaurant/nightclub",21
2021-01-17,"Recreational","Other recreation",25
2021-01-17,"Recreational","Personal service settings",3
2021-01-17,"Recreational","Recreational fitness",6
2021-01-17,"Workplace","Medical/Health Service",14
2021-01-17,"Workplace","Retail",43
2021-01-17,"Workplace","Farm",20
2021-01-17,"Workplace","Food Processing",20
2021-01-17,"Workplace","Workplace (Other)",152
2021-01-18,"Congregate Care","Hospitals",88
2021-01-18,"Congregate Care","Long-Term Care Homes",252
2021-01-18,"Congregate Care","Retirement Homes",171
2021-01-18,"Congregate Living","Congregate other",24
2021-01-18,"Congregate Living","Correctional Facility",8
2021-01-18,"Congregate Living","Group Home/Supportive Housing",90
2021-01-18,"Congregate Living","Shelter",21
2021-01-18,"Congregate Living","Short-term accommodations",1
2021-01-18,"Education","Child care",58
2021-01-18,"Education","Elementary School",28
2021-01-18,"Education","Elementary/Secondary School",4
2021-01-18,"Education","Post-Secondary School",4
2021-01-18,"Education","Secondary School",14
2021-01-18,"Other/Unknown","Other",14
2021-01-18,"Other/Unknown","Unknown",4
2021-01-18,"Recreational","Bar/restaurant/nightclub",20
2021-01-18,"Recreational","Other recreation",24
2021-01-18,"Recreational","Personal service settings",3
2021-01-18,"Recreational","Recreational fitness",6
2021-01-18,"Workplace","Medical/Health Service",12
2021-01-18,"Workplace","Retail",45
2021-01-18,"Workplace","Farm",21
2021-01-18,"Workplace","Food Processing",19
2021-01-18,"Workplace","Workplace (Other)",158
2021-01-19,"Congregate Care","Hospitals",88
2021-01-19,"Congregate Care","Long-Term Care Homes",259
2021-01-19,"Congregate Care","Retirement Homes",171
2021-01-19,"Congregate Living","Congregate other",26
2021-01-19,"Congregate Living","Correctional Facility",9
2021-01-19,"Congregate Living","Group Home/Supportive Housing",90
2021-01-19,"Congregate Living","Shelter",20
2021-01-19,"Congregate Living","Short-term accommodations",1
2021-01-19,"Education","Child care",62
2021-01-19,"Education","Elementary School",29
2021-01-19,"Education","Elementary/Secondary School",4
2021-01-19,"Education","Post-Secondary School",4
2021-01-19,"Education","Secondary School",14
2021-01-19,"Other/Unknown","Other",16
2021-01-19,"Other/Unknown","Unknown",4
2021-01-19,"Recreational","Bar/restaurant/nightclub",21
2021-01-19,"Recreational","Other recreation",25
2021-01-19,"Recreational","Personal service settings",3
2021-01-19,"Recreational","Recreational fitness",6
2021-01-19,"Workplace","Medical/Health Service",12
2021-01-19,"Workplace","Retail",44
2021-01-19,"Workplace","Farm",21
2021-01-19,"Workplace","Food Processing",19
2021-01-19,"Workplace","Workplace (Other)",158
2021-01-20,"Congregate Care","Hospitals",92
2021-01-20,"Congregate Care","Long-Term Care Homes",257
2021-01-20,"Congregate Care","Retirement Homes",171
2021-01-20,"Congregate Living","Congregate other",24
2021-01-20,"Congregate Living","Correctional Facility",10
2021-01-20,"Congregate Living","Group Home/Supportive Housing",86
2021-01-20,"Congregate Living","Shelter",20
2021-01-20,"Congregate Living","Short-term accommodations",1
